A,B,result
Computation,Computational_problem,0
Authentication,MapReduce,0
Concurrency_(computer_science),Entropy,0
Sequence_alignment,Arithmetic,0
Computational_geometry,Internet_Protocol_Suite,0
User_interface,Firewall_(computing),0
Mechanical_engineering,Model_checking,0
Rendering_(computer_graphics),Partial_differential_equation,0
Database_transaction,Lexical_analysis,0
Lock_(computer_science),Database_management_system,0
Computer_software,Symmetric_multiprocessing,0
Formal_methods,Personal_computer,0
Large_deviations_theory,System_programming,0
Partial_differential_equation,Information_security,0
Computation,Polymorphism_(computer_science),0
Model_of_computation,Modular_arithmetic,0
Geometry,Relational_algebra,0
Inheritance_(object-oriented_programming),Newton's_method,0
Lexical_analysis,Markov_chain,0
Probability,OSI_model,0
Inter-process_communication,Mathematical_model,0
Automata_theory,Personal_computer,0
Theoretical_computer_science,Control_flow,0
Prolog,Digital_electronics,0
Peer-to-peer,C++,0
Pushdown_automaton,Randomized_algorithm,0
Computer_science,Integral,0
Distributed_algorithms,Bayesian_probability,0
Introduction_to_Algorithms,Fixed_point_(mathematics),0
Computer_science,Regular_expression,0
Software_framework,Big_data,0
Public-key_cryptography,Thread_(computer_science),0
Communications_protocol,Lexical_analysis,0
Markov_process,Social_network,0
MapReduce,Design_pattern_(computer_science),0
PageRank,Routing,0
Dynamic_memory_allocation,Computer_simulation,0
Regular_language,NP-complete,0
Security,Recurrence_relation,0
Artificial_intelligence,Shading,0
Theory_of_computation,System_call,0
Software_development,B-tree,0
Mathematical_proof,Speech_recognition,0
Programmer,Natural_language_processing,0
Number_theory,Atomicity_(database_systems),0
Computational_learning_theory,Central_processing_unit,0
Graphics_processing_unit,Computer_multitasking,0
Sentiment_analysis,Instruction_set,0
Correlation_and_dependence,Computer_graphics,0
Reinforcement_learning,Entropy,0
Poisson_distribution,Superscalar,0
Programmer,MapReduce,0
Cryptanalysis,Finite_set,0
Graph_theory,JavaScript,0
Genetic_algorithm,Data_(computing),0
Combinatorics,Poisson_distribution,0
Processor_register,World_Wide_Web,0
Number_theory,Volume_rendering,0
Graph_(mathematics),Database_system,0
Information_theory,Array_data_structure,0
Recursively_enumerable_set,CPU_cache,0
Program_analysis,Computational_chemistry,0
Algorithm_design,Question_answering,0
Semantics,Perl,0
Automata_theory,Model_checking,0
Programmer,Cluster_analysis,0
"Best,_worst_and_average_case",Hidden_line_removal,0
Quantum_cryptography,Large_deviations_theory,0
Java_(programming_language),Recursively_enumerable_set,0
Sufficient_statistic,Randomization,0
Parallel_computing,Server_(computing),0
Divide_and_conquer_algorithm,Syntax,0
Computer_multitasking,Index_(database),0
Exponential_family,Regular_language,0
Stochastic,String_(computer_science),0
Newton's_method,Data_type,0
Matrix_(mathematics),Security,0
Concurrent_computing,Central_processing_unit,0
Application_software,Statistics,0
Program_analysis,Shortest_path_problem,0
Garbage_collection_(computer_science),Pattern_recognition,0
MapReduce,Communication,0
Computational_problem,Rendering_(computer_graphics),0
Predicate_logic,Processor_register,0
Spanning_tree,CPU_cache,0
Relational_database,Randomization,0
Data_type,Sentiment_analysis,0
Memory_management,Relational_database_management_system,0
Signal_processing,Linear_algebra,0
Stack_(data_structure),Continuous_function,0
Graphics_processing_unit,Regular_language,0
Microcode,Nonlinear_system,0
Malware,Communication,0
Feature_extraction,Time_complexity,0
"Best,_worst_and_average_case",Software_design,0
NP_(complexity),Central_processing_unit,0
Hidden_line_removal,Linear_programming,0
Finite_set,Cryptanalysis,0
Social_network,Image_analysis,0
Sufficient_statistic,Programming_paradigm,0
Part-of-speech_tagging,Neural_network,0
Kalman_filter,Transaction_processing,0
Knowledge_representation_and_reasoning,Thread_(computer_science),0
Lexical_semantics,Firewall_(computing),0
Exponential_family,Automata_theory,0
Graphics,Denotational_semantics,0
Program_analysis,Nonlinear_system,0
Software_development,Machine_learning,0
Combinatorics,Fixed_point_(mathematics),0
Genetic_algorithm,Scripting_language,0
Theory_of_computation,Fixed_point_(mathematics),0
Formal_verification,Procedural_programming,0
Correlation_and_dependence,Shortest_path_problem,0
Approximation_algorithm,Memory_hierarchy,0
Divide_and_conquer_algorithm,Information_assurance,0
Rendering_(computer_graphics),Garbage_collection_(computer_science),0
Monad_(functional_programming),Data_analysis,0
Kinematics,Malware,0
Web_service,Foundations_of_mathematics,0
Pushdown_automaton,Recursively_enumerable_set,0
Type_system,First-order_logic,0
Differential_equation,Combinational_logic,0
Estimation_theory,Digital_electronics,0
Type_system,Quantum_computer,0
Variable_(computer_science),Relational_algebra,0
Round-off_error,Computer_security,0
Parametric_polymorphism,Theoretical_computer_science,0
Combinational_logic,User_interface_design,0
Mutual_exclusion,Correlation_and_dependence,0
PSPACE,Computer_simulation,0
Inequality_(mathematics),Scripting_language,0
Combinatorics,Big_data,0
Hidden_line_removal,Rendering_(computer_graphics),0
Automatic_programming,Semidefinite_programming,0
Social_network,Coding_theory,0
Prediction,Round-off_error,0
Application_software,Formal_methods,0
Server_(computing),Modular_programming,0
Digital_signature,Java_(programming_language),0
Recursion,Sequence_alignment,0
Model_checking,Autonomous_robot,0
Algorithm_design,Randomized_algorithm,0
Computational_geometry,Computer_animation,0
Automata_theory,Game_theory,0
Statistics,Message_Passing_Interface,0
Computation,Machine_learning,0
Scripting_language,Abstract_data_type,0
Scheduling_(computing),Control_flow,0
Geometry,Syntax,0
List_of_undecidable_problems,Computational_geometry,0
Scientific_modelling,Security,0
Graphical_model,MATLAB,0
Combinatorics,OSI_model,0
Numerical_analysis,Operating_system,0
Polymorphism_(computer_science),Gradient_descent,0
Calculus,Assembly_language,0
Cryptanalysis,Dynamic_memory_allocation,0
Message_Passing_Interface,Correlation_and_dependence,0
Complexity,Information_theory,0
Dynamic_memory_allocation,Eigenvalues_and_eigenvectors,0
Python_(programming_language),Cluster_analysis,0
Thread_(computer_science),Game_theory,0
Data_structure,Computer_multitasking,0
Computing,Computer_network,0
Lexical_semantics,Cache_coherence,0
Computational_problem,Stochastic_process,0
Assembly_language,Routing,0
Programmer,OSI_model,0
Reason,Input/output,0
Polynomial,Internet_Protocol_Suite,0
Automatic_programming,Sparse_matrix,0
Nonlinear_system,Recursion_(computer_science),0
Kernel_(computing),Scientific_visualization,0
Continuous_function,Boundary_value_problem,0
Bayesian_network,Denotational_semantics,0
Generic_programming,Mathematical_optimization,0
Linear_algebra,Graphics,0
Amortized_analysis,Scope_(computer_science),0
Interactivity,Abstraction_(computer_science),0
Stack_(data_structure),Mechanical_engineering,0
Statistical_inference,Abstract_data_type,0
Recursion_(computer_science),Mathematical_model,0
Abstraction_(computer_science),Shared_memory,0
Lock_(computer_science),Integral,0
Computational_learning_theory,Boundary_value_problem,0
Computational_complexity_theory,Parsing,0
Computing,Queue_(data_structure),0
Relational_database_management_system,Context-free_language,0
Assembly_language,Stack_(data_structure),0
Conditional_probability,Bioinformatics,0
Denotational_semantics,Combinatorics,0
Computational_learning_theory,Inter-process_communication,0
Fixed_point_(mathematics),Query_language,0
Traffic_analysis,Recommender_system,0
Automated_planning_and_scheduling,Computational_geometry,0
Mathematical_optimization,NP-complete,0
Entropy,Mathematical_model,0
Recurrence_relation,Generic_programming,0
Machine_translation,Pipeline_(computing),0
Cluster_analysis,Database_transaction,0
Interaction_design,Wireless_sensor_network,0
CPU_cache,Natural_language_processing,0
Design_of_experiments,Unsupervised_learning,0
Programming_language,Recursion_(computer_science),0
Cryptanalysis,Pipeline_(computing),0
Randomness,Recursion_(computer_science),0
Arithmetic_logic_unit,Data_analysis,0
Computational_complexity_theory,System_programming,0
Visualization_(computer_graphics),Telecommunications_network,0
Statistical_hypothesis_testing,Routing,0
Synchronization,Large_deviations_theory,0
Mathematical_proof,Ray_tracing_(graphics),0
Eigenvalues_and_eigenvectors,Fixed_point_(mathematics),0
Atomicity_(database_systems),Prolog,0
Concurrency_(computer_science),Recurrence_relation,0
Approximation_algorithm,Shared_memory,0
Approximation_algorithm,Programmer,0
Logic,Object-oriented_programming,0
Machine_translation,Atomicity_(database_systems),0
Routing,Lazy_evaluation,0
User_interface_design,Rendering_(computer_graphics),0
Differential_equation,Database_management_system,0
Recursively_enumerable_set,Application_software,0
Traffic_analysis,Computer_multitasking,0
Probability_theory,Higher-order_function,0
Polymorphism_(computer_science),NP-complete,0
Relational_algebra,Telecommunications_network,0
Feature_extraction,Undecidable_problem,0
Mathematical_model,Compiler,0
NP_(complexity),Statistics,0
Network_security,Shading,0
Cryptography,Mutual_exclusion,0
Computer_programming,Finite_set,0
Communications_protocol,Numerical_analysis,0
Index_(database),Very_long_instruction_word,0
Authentication,Partial_differential_equation,0
Stack_(data_structure),High-level_programming_language,0
Number_theory,Digital_signature,0
Interface_(computing),Database,0
Operating_system,First-order_logic,0
Personal_computer,Parallel_computing,0
Graphical_model,Quantum_mechanics,0
P_versus_NP_problem,Control_flow,0
Approximation,Knowledge_representation_and_reasoning,0
Recursively_enumerable_set,Higher-order_function,0
Martingale_(probability_theory),C_(programming_language),0
Fast_Fourier_transform,Big_data,0
Abstract_data_type,Automatic_programming,0
Newton's_method,Cryptography,0
Web_server,Program_analysis,0
Natural_language,Boundary_value_problem,0
Abstraction_(computer_science),Central_processing_unit,0
Neural_network,Computational_learning_theory,0
Recursion_(computer_science),Web_browser,0
Context-free_grammar,Computer_security,0
Statistical_hypothesis_testing,Queue_(data_structure),0
Number_theory,Data_mining,0
Web_browser,Stochastic_process,0
Statistical_hypothesis_testing,Halting_problem,0
Knowledge_representation_and_reasoning,Program_analysis,0
Complexity,Gradient_descent,0
Interface_(computing),Decision_theory,0
Packet_switching,Automated_theorem_proving,0
Least_squares,Debugging,0
PSPACE,Scripting_language,0
3D_computer_graphics,Interactivity,0
Logic_programming,Natural_language,0
Cluster_analysis,Propositional_calculus,0
Network_security,Design_pattern_(computer_science),0
Randomized_algorithm,Undecidable_problem,0
Approximation,Integral,0
Internet,Image_processing,0
Firewall_(computing),Concurrency_control,0
Predicate_logic,Public-key_cryptography,0
Discrete_mathematics,Formal_language,0
Predicate_logic,OSI_model,0
Cloud_computing,Scalability,0
Design_of_experiments,Motion_capture,0
System_call,Game_theory,0
Graphical_user_interface,Lazy_evaluation,0
Finite-state_machine,Interpolation,0
Differential_equation,Flow_network,0
Computer_science,Computing,0
Abstraction_(computer_science),Modular_programming,0
Software_design,Mathematical_optimization,0
Data_analysis,Foundations_of_mathematics,0
Eigenvalues_and_eigenvectors,Least_squares,0
Inequality_(mathematics),Nonlinear_system,0
Monte_Carlo_method,Calculus_of_variations,0
Programmer,Integral,0
Relational_database_management_system,Graphics,0
Query_optimization,Polynomial,0
Combinatorics,Regular_language,0
Divide_and_conquer_algorithm,Lock_(computer_science),0
Support_vector_machine,Poisson_distribution,0
Virtual_memory,Knowledge_representation_and_reasoning,0
Programming_language,Quantum_cryptography,0
Model_checking,Wavelet,0
Object_(computer_science),Problem_solving,0
Context-free_language,Java_(programming_language),0
Feature_extraction,Object_(computer_science),0
Regular_expression,High-level_programming_language,0
Personal_computer,Monte_Carlo_method,0
Mathematical_model,Web_server,0
Spanning_tree,C_(programming_language),0
Neural_network,Quantum_cryptography,0
Lazy_evaluation,Semidefinite_programming,0
Statistics,Query_language,0
Cloud_computing,Vector_processor,0
Imperative_programming,Large_deviations_theory,0
Natural_language,Stochastic,0
Peer-to-peer,Context-free_language,0
Software_engineering,Ray_tracing_(graphics),0
Sparse_matrix,Parallel_computing,0
Shared_memory,Graphics,0
Model_of_computation,Logic_programming,0
Peer-to-peer,Kinematics,0
Fixed_point_(mathematics),Bayesian_network,0
Mathematical_induction,Inheritance_(object-oriented_programming),0
OSI_model,Mathematical_model,0
Quantum_mechanics,B-tree,0
Functional_programming,Scalability,0
Robotics,NP_(complexity),0
Logic,Scientific_modelling,0
Microcode,Statistics,0
Part-of-speech_tagging,Interactivity,0
Concurrency_(computer_science),Hidden_line_removal,0
Randomized_algorithm,Asymptotic_analysis,0
Quantum_mechanics,Scripting_language,0
Performance_tuning,Multi-core_processor,0
Complexity,Linear_programming,0
Geometry,Procedural_programming,0
Central_processing_unit,Traffic_analysis,0
Pattern_matching,Discrete_mathematics,0
Statistics,Cluster_analysis,0
Theory_of_computation,Relational_database,0
Shading,Logic,0
Concurrent_computing,System_call,0
Formal_grammar,Turing_machine,0
C_(programming_language),Synchronization,0
Social_network,Firewall_(computing),0
Array_data_structure,Image,0
Microcode,Graph_coloring,0
System_call,Polynomial,0
Computer_security,Server_(computing),0
Mathematical_proof,Image_processing,0
Finite_difference,Profiling_(computer_programming),0
Arithmetic_logic_unit,Procedural_programming,0
Foundations_of_mathematics,Question_answering,0
Model_of_computation,Finite-state_machine,0
System_programming,"Best,_worst_and_average_case",0
Digital_electronics,Randomness,0
Automatic_programming,Partial_differential_equation,0
Algorithm,Regular_expression,0
Query_language,Knowledge_representation_and_reasoning,0
Quantum_computer,Automated_planning_and_scheduling,0
User_interface,Approximation,0
Run_time_(program_lifecycle_phase),Interactivity,0
Object_(computer_science),Computer_software,0
Abstraction_(computer_science),Scripting_language,0
Internet_Protocol_Suite,Sufficient_statistic,0
Discrete_mathematics,HTML,0
Predicate_logic,Pattern_recognition,0
Interpolation,Decision_theory,0
Internet,Perl,0
Automated_theorem_proving,Cryptography,0
Haskell_(programming_language),Iterative_method,0
Sequence_alignment,Internet_Protocol_Suite,0
String_searching_algorithm,Recursion,0
Security,Multiplication,0
Approximation,Computability,0
Application_programming_interface,Differential_equation,0
Digital_electronics,Genetic_algorithm,0
Expert_system,Imperative_programming,0
File_system,Geometric_modeling,0
Computation,Packet_switching,0
Monte_Carlo_method,Procedural_programming,0
Data_mining,Automated_theorem_proving,0
Arithmetic_logic_unit,Scope_(computer_science),0
Atomicity_(database_systems),Part-of-speech_tagging,0
Database_system,MATLAB,0
Assembly_language,Volume_rendering,0
Logic,Scripting_language,0
Telecommunications_network,Central_processing_unit,0
Machine_translation,Random_graph,0
Interactivity,System_call,0
Uncertainty,Debugging,0
Coding_theory,Traffic_analysis,0
Programming_language,Generic_programming,0
Partial_differential_equation,Statistical_inference,0
Thread_(computer_science),Monad_(functional_programming),0
Recursion,Stochastic_process,0
String_(computer_science),Regular_expression,0
Encryption,Superscalar,0
Computer_animation,Graphics_processing_unit,0
Computation,Input/output,0
Machine_translation,Interaction_design,0
Peer-to-peer,Correlation_and_dependence,0
P_versus_NP_problem,Robot,0
Game_theory,Bioinformatics,0
Monte_Carlo_method,Lock_(computer_science),0
Estimation_theory,Quantum_cryptography,0
Symbol_table,Kalman_filter,0
JavaScript,Shortest_path_problem,0
MATLAB,Data_analysis,0
Model_of_computation,Social_network,0
Interface_(computing),Rendering_(computer_graphics),0
Hash_table,Microprocessor,0
Communication,Synchronization,0
Machine_learning,Symmetric_multiprocessing,0
Least_squares,Software_framework,0
Poisson_distribution,Concurrent_computing,0
Hidden_Markov_model,Symbol_table,0
Rendering_(computer_graphics),Turing_machine,0
Theoretical_computer_science,Pattern_recognition,0
Bayesian_probability,Cryptanalysis,0
Modular_programming,Inference,0
Automata_theory,Communication,0
Routing,PageRank,0
Superscalar,Cloud_computing,0
Firewall_(computing),Recursion,0
Memory_hierarchy,Sufficient_statistic,0
Profiling_(computer_programming),Parallel_algorithm,0
Statistical_hypothesis_testing,Interface_(computing),0
Calculus,Prediction,0
Recommender_system,Data_structure,0
Inequality_(mathematics),Traffic_analysis,0
Embedded_system,Memory_management,0
Symmetric_multiprocessing,"Best,_worst_and_average_case",0
Telecommunications_network,Lock_(computer_science),0
Expected_value,Scripting_language,0
Analysis_of_algorithms,Linear_system,0
Matrix_(mathematics),Mathematical_optimization,0
Structured_programming,Big_data,0
Data_warehouse,Virtual_reality,0
Distributed_computing,Embedded_system,0
Nonlinear_system,Functional_programming,0
Computer,"Best,_worst_and_average_case",0
Pushdown_automaton,Transaction_processing,0
Kernel_(computing),Program_analysis,0
Pattern_recognition,Internet,0
Pipeline_(computing),Computing,0
Routing,Formal_language,0
Index_(database),Mathematical_induction,0
Formal_language,Database_design,0
Database_design,Signal_processing,0
First-order_logic,Big_data,0
Database_management_system,Computer_software,0
Cache_coherence,Motion_capture,0
Algorithm_design,Linked_list,0
Recommender_system,Semidefinite_programming,0
Graphical_user_interface,Regular_language,0
Kinematics,Message_Passing_Interface,0
Quantum_cryptography,Mathematical_induction,0
Inter-process_communication,Image_processing,0
Economics,Eigenvalues_and_eigenvectors,0
Document_classification,File_system,0
Automated_theorem_proving,Computer_graphics,0
Amortized_analysis,Computer_simulation,0
Message_Passing_Interface,Expected_value,0
Machine_translation,Dynamic_programming,0
Inference,Deadlock,0
Question_answering,Inequality_(mathematics),0
Software_engineering,Perl,0
Graphics_processing_unit,Computational_learning_theory,0
Assembly_language,Query_optimization,0
Reason,Cluster_analysis,0
Computability,Interpolation,0
PSPACE,Tensor,0
Introduction_to_Algorithms,Parallel_algorithm,0
Information_assurance,Application_software,0
Congestion_control,Time_complexity,0
Finite-state_machine,Interpolation,0
Robot,Routing,0
Decision_theory,MATLAB,0
Computer_security,Estimation_theory,0
Scope_(computer_science),Spanning_tree,0
Computability,Unix,0
Relational_model,Symbol_table,0
Denotational_semantics,Context-free_language,0
Computer_network,Programming_language,0
Motion_capture,Integer,0
"Best,_worst_and_average_case",Lexical_semantics,0
Combinational_logic,Algebra,0
NP-complete,Distributed_algorithms,0
Monad_(functional_programming),Scalability,0
Discrete_mathematics,Pushdown_automaton,0
Kalman_filter,NP_(complexity),0
Scheduling_(computing),Communication,0
User_interface,Uncertainty,0
Least_squares,Fixed_point_(mathematics),0
Database_design,Cluster_analysis,0
Autonomous_robot,Recursion,0
Stochastic_process,Data_analysis,0
C++,Congestion_control,0
Number_theory,Security,0
Interpolation,Higher-order_function,0
Martingale_(probability_theory),Mathematical_induction,0
Asymptotic_analysis,Superscalar,0
Semantics,Formal_verification,0
Internet_Protocol_Suite,Processor_register,0
Speech_recognition,Spanning_tree,0
Congestion_control,Decision_theory,0
Computer_software,Haskell_(programming_language),0
Information_theory,Input/output,0
Human-computer_interaction,Analysis_of_algorithms,0
JavaScript,Interactivity,0
Database_system,Correlation_and_dependence,0
Sequence_alignment,Kernel_(computing),0
Shortest_path_problem,Recursively_enumerable_set,0
Multiplication,Relational_database_management_system,0
Variable_(computer_science),Digital_signature,0
Recursion_(computer_science),Finite_set,0
Java_(programming_language),Pattern_recognition,0
Scheduling_(computing),String_(computer_science),0
Inter-process_communication,Continuous_function,0
Variable_(computer_science),HTML,0
Modular_programming,Software_design,0
Interface_(computing),Program_analysis,0
File_system,Computational_complexity_theory,0
Autonomous_robot,Graphical_model,0
Document_classification,Quantum_cryptography,0
Modular_arithmetic,Entropy,0
Linked_list,Poisson_distribution,0
Formal_methods,Suffix_tree,0
Logic_programming,Computational_problem,0
Randomized_algorithm,Program_optimization,0
Robotics,Instruction_set,0
Propositional_calculus,Game_theory,0
System_programming,Computer_security,0
Analysis_of_algorithms,Model_checking,0
Java_(programming_language),Virtual_memory,0
Least_squares,Integer,0
Data_type,Partial_differential_equation,0
Rendering_(computer_graphics),Compiler,0
Parallel_algorithm,Fixed_point_(mathematics),0
Interface_(computing),Virtual_reality,0
Quantum_mechanics,Formal_language,0
Processor_register,Exponential_family,0
SQL,Partial_differential_equation,0
Data,Model_checking,0
Algebra,User_interface,0
Algorithm_design,Exponential_family,0
Reason,Approximation_algorithm,0
Reason,Garbage_collection_(computer_science),0
Martingale_(probability_theory),Robotics,0
Natural_language_processing,Queue_(data_structure),0
Atomicity_(database_systems),Virtual_memory,0
Computer_science,Virtual_memory,0
Parallel_computing,Image_processing,0
Foundations_of_mathematics,SQL,0
Tensor,Regular_expression,0
Information_security,Web_browser,0
Random_graph,Finite_difference,0
Regular_language,Exponential_family,0
Social_network,Variable_(computer_science),0
Relational_database_management_system,Sequence_alignment,0
Procedural_programming,B-tree,0
Memory_hierarchy,Divide_and_conquer_algorithm,0
Interpolation,Dynamic_programming,0
Computability,Machine_learning,0
Randomness,Analysis_of_algorithms,0
NP_(complexity),Polymorphism_(computer_science),0
Memory_hierarchy,Image_analysis,0
Ray_tracing_(graphics),Garbage_collection_(computer_science),0
Telecommunications_network,Mathematical_induction,0
Hidden_line_removal,Calculus,0
Monad_(functional_programming),Very_long_instruction_word,0
Pattern_matching,Monte_Carlo_method,0
Linear_system,Shading,0
Complexity,Semantics_of_programming_languages,0
Bayesian_probability,Symbol_table,0
Exponential_family,Lexical_semantics,0
Malware,Rendering_(computer_graphics),0
Automated_planning_and_scheduling,Least_squares,0
Scientific_visualization,P_versus_NP_problem,0
List_of_undecidable_problems,Computer_vision,0
MapReduce,Formal_verification,0
Recurrence_relation,Automata_theory,0
Statistical_inference,Congestion_control,0
Object-oriented_programming,Part-of-speech_tagging,0
3D_modeling,Natural_language_processing,0
Economics,Design_pattern_(computer_science),0
Propositional_calculus,Integral,0
Mobile_device,ML_(programming_language),0
Public-key_cryptography,Randomness,0
Bioinformatics,Denotational_semantics,0
Instruction_set,Integer,0
Structured_programming,Cache_coherence,0
Programming_paradigm,Pipeline_(computing),0
Interactivity,Computer_security,0
Document_classification,Kalman_filter,0
Server_(computing),Denotational_semantics,0
Fourier_analysis,Volume_rendering,0
Processor_register,Rendering_(computer_graphics),0
Scientific_modelling,Volume_rendering,0
Mathematical_induction,Calculus_of_variations,0
Automatic_programming,Fixed_point_(mathematics),0
Wavelet,Natural_language_processing,0
Integral,Signal_processing,0
Design_pattern_(computer_science),Computer_network,0
Arithmetic_logic_unit,Database_normalization,0
Assembly_language,Interactivity,0
Peer-to-peer,Parallel_algorithm,0
Memory_hierarchy,Information_theory,0
Programmer,Wavelet,0
Reinforcement_learning,Interaction_design,0
Approximation,Control_flow,0
Database_system,Perl,0
Nonlinear_system,Type_system,0
Database_system,Theory_of_computation,0
Motion_capture,Design_of_experiments,0
Compiler,Variable_(computer_science),0
Introduction_to_Algorithms,Control_flow,0
Reason,CPU_cache,0
Bayesian_probability,Symbol_table,0
Modular_arithmetic,Parametric_polymorphism,0
Scientific_visualization,Natural_language,0
Instruction_set,Pattern_recognition,0
Synchronization,Computer_animation,0
Boundary_value_problem,Assembly_language,0
Abstraction_(computer_science),Social_network,0
Differential_equation,Computational_geometry,0
Flow_network,Tensor,0
Mobile_device,Computational_science,0
Cluster_analysis,Interaction_design,0
Graphics_processing_unit,Bayesian_network,0
Finite_difference,Human-computer_interaction,0
Polynomial,Concurrency_(computer_science),0
Part-of-speech_tagging,Kalman_filter,0
File_system,Application_programming_interface,0
Garbage_collection_(computer_science),Round-off_error,0
Boundary_value_problem,Automatic_programming,0
Type_system,Amortized_analysis,0
Automated_planning_and_scheduling,Geometry,0
Interaction_design,Finite_set,0
Concurrent_computing,Inequality_(mathematics),0
Scheduling_(computing),Software_framework,0
Divide_and_conquer_algorithm,Information_assurance,0
Problem_solving,Message_Passing_Interface,0
Stochastic,Coding_theory,0
Big_data,Algorithm_design,0
Neural_network,Nonlinear_system,0
SQL,Big_data,0
Computer_multitasking,Multi-core_processor,0
Context-free_grammar,Hash_table,0
Generic_programming,Predicate_logic,0
Higher-order_function,Sequence_alignment,0
Compiler_optimization,Parallel_computing,0
Interaction_design,Mathematical_induction,0
Document_classification,Feature_extraction,0
Concurrent_computing,Symmetric_multiprocessing,0
Mathematical_model,Deadlock,0
Speech_recognition,Visualization_(computer_graphics),0
Complexity_class,Conditional_probability,0
First-order_logic,Rendering_(computer_graphics),0
3D_modeling,Asymptotic_analysis,0
Java_(programming_language),Formal_verification,0
Computational_complexity_theory,Semantics_of_programming_languages,0
Linear_algebra,Quantum_mechanics,0
"Best,_worst_and_average_case",High-level_programming_language,0
Inheritance_(object-oriented_programming),Telecommunications_network,0
Computational_learning_theory,Information_assurance,0
Prolog,User_interface,0
Algorithm,Prediction,0
Object-oriented_programming,Cache_coherence,0
Peer-to-peer,Lexical_analysis,0
Central_processing_unit,Denotational_semantics,0
Genetic_algorithm,Perl,0
Virtual_memory,Iterative_method,0
High-level_programming_language,PageRank,0
Security,Discrete_mathematics,0
Expert_system,Theory_of_computation,0
Data_type,Robot,0
Least_squares,Theoretical_computer_science,0
Parametric_polymorphism,Least_squares,0
Parallel_algorithm,Software_development,0
Approximation_algorithm,Encryption,0
Symmetric_multiprocessing,Finite_set,0
Algorithm_design,Randomization,0
Lisp_(programming_language),Monad_(functional_programming),0
Software_engineering,Support_vector_machine,0
Web_service,Operating_system,0
Peer-to-peer,Automata_theory,0
Uncertainty,World_Wide_Web,0
Program_optimization,Software_engineering,0
Control_flow,Data_warehouse,0
Differential_equation,Statistical_hypothesis_testing,0
Graph_theory,Computer_multitasking,0
Message_Passing_Interface,Computational_science,0
Operating_system,Array_data_structure,0
Data_(computing),Analysis_of_algorithms,0
Python_(programming_language),Support_vector_machine,0
Database_transaction,Pushdown_automaton,0
OSI_model,Introduction_to_Algorithms,0
Symmetric_multiprocessing,Computer_architecture,0
Perl,Web_server,0
Finite_set,Approximation_algorithm,0
Recursion,Randomization,0
Performance_tuning,Eigenvalues_and_eigenvectors,0
Computer_vision,Computability,0
Semidefinite_programming,Turing_machine,0
Lazy_evaluation,Software_testing,0
Part-of-speech_tagging,Computer_simulation,0
Prolog,Scope_(computer_science),0
String_searching_algorithm,Genetic_algorithm,0
Quantum_mechanics,Martingale_(probability_theory),0
Computer,Signal_processing,0
Design_of_experiments,Data_type,0
Multiplication,Lock_(computer_science),0
Type_system,Model_checking,0
Random_graph,Conditional_probability,0
Mathematical_induction,Context-free_grammar,0
Support_vector_machine,Correlation_and_dependence,0
Quantum_mechanics,Algorithm,0
Profiling_(computer_programming),Probability_theory,0
MapReduce,Bayesian_network,0
Finite_element_method,Statistical_inference,0
Digital_electronics,Probability_theory,0
String_searching_algorithm,Coding_theory,0
Discrete_mathematics,Combinatorics,0
Graphics_processing_unit,Discrete_mathematics,0
Robot,Run_time_(program_lifecycle_phase),0
Query_optimization,Server_(computing),0
Linked_list,Coding_theory,0
Integer,Memory_hierarchy,0
Robot,Semantics_of_programming_languages,0
Geometric_modeling,Graphics_processing_unit,0
Economics,Artificial_intelligence,0
SQL,Interactivity,0
Sequence_alignment,Shading,0
Data_analysis,Logic,0
Quantum_cryptography,Time_complexity,0
Theoretical_computer_science,Data_structure,0
Python_(programming_language),Pattern_recognition,0
Computational_problem,World_Wide_Web,0
Computer_programming,Computer_network,0
Combinational_logic,Uncertainty,0
Bioinformatics,Database_system,0
Computer_multitasking,ML_(programming_language),0
Debugging,Program_optimization,0
Boundary_value_problem,Shortest_path_problem,0
Exponential_family,High-level_programming_language,0
Database_management_system,Probability_theory,0
Poisson_distribution,Partial_differential_equation,0
Inference,ML_(programming_language),0
Stack_(data_structure),Markov_process,0
MapReduce,Arithmetic,0
Memory_hierarchy,Programmer,0
Parallel_computing,Inference,0
Information_assurance,Combinatorics,0
Control_flow,Volume_rendering,0
Web_browser,Programming_language,0
Software_development,3D_computer_graphics,0
Debugging,Congestion_control,0
Compiler_optimization,Context-free_grammar,0
Design_pattern_(computer_science),Quantum_computer,0
Microprocessor,Fixed_point_(mathematics),0
Concurrency_(computer_science),Mathematical_induction,0
Reason,Mutual_exclusion,0
3D_modeling,Economics,0
Message_Passing_Interface,Cloud_computing,0
Finite_element_method,Run_time_(program_lifecycle_phase),0
Modular_programming,Software_framework,0
Object-oriented_programming,Computer_vision,0
Computational_geometry,Statistical_hypothesis_testing,0
Correlation_and_dependence,Computational_learning_theory,0
Automata_theory,Conditional_probability,0
Stack_(data_structure),Database_design,0
Integral,3D_computer_graphics,0
Newton's_method,Inference,0
Robotics,Continuous_function,0
Mutual_exclusion,Distributed_computing,0
Embedded_system,Bayesian_network,0
Integral,Regular_expression,0
Regular_expression,Vector_processor,0
Memory_hierarchy,Motion_capture,0
Concurrency_(computer_science),Denotational_semantics,0
Python_(programming_language),Shortest_path_problem,0
Suffix_tree,Unsupervised_learning,0
